参数,总收益率
"{'entry_window': 15, 'exit_window': 12, 'atr_window': 10, 'fixed_size': 1, 'price_mean_window': 30, 'stop_rate': 1.8000000000000005, 'add_rate': 0.2}",44.235179901500054
