参数,总收益率
"{'entry_window': 21, 'exit_window': 18, 'atr_window': 23, 'fixed_size': 30, 'price_mean_window': 15, 'stop_rate': 1.0999999999999999, 'add_rate': 0.9999999999999999}",178.5264624
