参数,总收益率
"{'entry_window': 12, 'exit_window': 7, 'atr_window': 16, 'fixed_size': 1, 'price_mean_window': 30, 'stop_rate': 1.5000000000000004, 'add_rate': 0.11000000000000001}",18.792307513425
