参数,总收益率
"{'entry_window': 22, 'exit_window': 25, 'atr_window': 23, 'fixed_size': 1, 'price_mean_window': 30, 'stop_rate': 1.8000000000000005, 'add_rate': 1.6000000000000003}",7.660868088650008
