参数,总收益率
"{'entry_window': 10, 'exit_window': 10, 'atr_window': 26, 'fixed_size': 1, 'price_mean_window': 30, 'stop_rate': 1.9100000000000008, 'add_rate': 0.21000000000000002}",16.478862273799997
