参数,总收益率
"{'entry_window': 21, 'exit_window': 20, 'atr_window': 17, 'fixed_size': 29, 'price_mean_window': 30, 'stop_rate': 1.9000000000000006, 'add_rate': 0.2}",1229.205612254678
